Nama,Brand,Tipe_Produk,SKU_Induk,SKU_Varian,Kapasitas,Warna,Varian,Harga,Harga_Promo,Diskon,Stok_Qty,Status_Stok,Link_Gambar,Link_Produk,Kategori
Samsung Galaxy Tab S10+ Wi-Fi 12/256GB - Moonstone Gray,Samsung,Tablets,8100027170,8100027170,,,,17999000,13999000,22%,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/g/a/galaxy_tab_s10_plus_wi-fi_moonstone_gray_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-s10-plus-wi-fi-12-256gb-moonstone-gray-1,Semua Device (HP+Tablet+Laptop+Mac) [*]
Tecno Megapad 11 8/128GB - Green,Tecno,Tablets,8100072805,8100072805,,,,2699000,2699000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_megapad_11_green_new01.jpg,https://eraspace.com/erafone/tecno-megapad-11-8-128gb-green,Semua Device (HP+Tablet+Laptop+Mac) [*]
HONOR Pad X9A 8/128GB - Grey + Keyboard,Honor,Tablets,8100222904,8100222904,,,,4299000,4299000,,133,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_pad_x9a_grey1.jpg,https://eraspace.com/erafone/honor-pad-x9a-8-128gb-grey-keyboard,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme 12 5G 8/256GB - Woodland Green,realme,Smartphones,8100140191,8100140191,,,,3299000,3299000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_12_5g_woodland_green_1.jpg,https://eraspace.com/erafone/realme-12-5g-8-256-gb-woodland-green,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO Reno13 5G 12/256GB - Plume White,OPPO,Smartphones,8100026261,8100026261,,,,8999000,8999000,,6,Ready,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno13_5g_plume_white_1_1.jpg,https://eraspace.com/erafone/oppo-reno13-5g-12-256gb-plume-white,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo V50 Lite 5G 12/512GB - Gold,vivo,Smartphones,8100136461,8100136461,,,,5599000,5599000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_5g_all_gold_1_1.jpg,https://eraspace.com/erafone/vivo-v50-lite-5g-12-512gb-gold,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO Reno13 5G 12/512GB - Luminous Blue,OPPO,Smartphones,8100026262,8100026262,,,,9999000,7999000,20%,7,Ready,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno13_5g_luminous_blue_1_1_1.jpg,https://eraspace.com/erafone/oppo-reno13-5g-12-512gb-luminous-blue,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo V50 Lite 4G 8/256GB - Gold,vivo,Smartphones,8100136457,8100136457,,,,3799000,3799000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_4g_all_gold_1_1.jpg,https://eraspace.com/erafone/vivo-v50-lite-4g-8-256gb-gold,Semua Device (HP+Tablet+Laptop+Mac) [*]
Huawei Matepad Pro 12.2 2025 12/512GB - Green,Huawei,Tablets,8100044098,8100044098,,,,12999000,12999000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_matepad_pro_122_2025_green01.jpg,https://eraspace.com/erafone/huawei-matepad-pro-12-2-2025-12-512gb-green,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme 12 5G 8/256GB - Twilight Purple,realme,Smartphones,8100140190,8100140190,,,,3299000,3299000,,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_12_5g_twilight_purple_1.jpg,https://eraspace.com/erafone/realme-12-5g-8-256-gb-twilight-purple,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy Tab S9 FE+ Wi-Fi 8/128GB - Gray,Samsung,Tablets,8100133974,8100133974,,,,8499000,6999000,18%,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_tab_s9_fe_plus_gray_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-s9-fe-wi-fi-8-128gb-gray,Semua Device (HP+Tablet+Laptop+Mac) [*]
Huawei Matepad 11 8/128GB PaperMate,Huawei,Tablets,8100124947,8100124947,,,,7699000,3999000,48%,6,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_matepad_11_8_128gb_papermate_1.jpg,https://eraspace.com/erafone/huawei-matepad-11-8-128gb-papermate,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO Pad 2 - Grey,OPPO,Tablets,8100123352,8100123352,,,,6999000,5499000,21%,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo-pad-2_new1.jpg,https://eraspace.com/erafone/oppo-pad-2-grey,Semua Device (HP+Tablet+Laptop+Mac) [*]
Huawei Mate X6 12/512GB - Black,Huawei,Smartphones,8100104802,8100104802,,,,24999000,19999000,20%,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei-mate-x6-blck_1a_1.jpg,https://eraspace.com/erafone/huawei-mate-x6-12-512gb-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO Reno12 5G 12/512GB - Sunset Pink,OPPO,Smartphones,8100020023,8100020023,,,,7499000,5499000,27%,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno12_5g_sunset_pink_1_1.jpg,https://eraspace.com/erafone/oppo-reno12-5g-12-512gb-sunset-pink,Semua Device (HP+Tablet+Laptop+Mac) [*]
Tecno Megapad 11 8/128GB - Grey,Tecno,Tablets,8100072806,8100072806,,,,2699000,2699000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_megapad_11_grey_new01.jpg,https://eraspace.com/erafone/tecno-megapad-11-8-128gb-grey,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo X200 12/256GB - Black,vivo,Smartphones,8100107948,8100107948,,,,12999000,12999000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_x200_black_1_1.jpg,https://eraspace.com/erafone/vivo-x200-12-256gb-black-real,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO Reno12 5G 12/256GB - Sunset Pink,OPPO,Smartphones,8100007924,8100007924,,,,6999000,4999000,29%,6,Ready,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno12_5g_sunset_pink_1.jpg,https://eraspace.com/erafone/oppo-reno12-5g-12-256gb-sunset-pink,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix XPAD Edge 8/256 - Grey,Infinix,Tablets,8100250255,8100250255,,,,4599000,4599000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_grey_1.webp,https://eraspace.com/erafone/infinix-xpad-edge-8-256-grey,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO Reno13 5G 12/256GB - Luminous Blue,OPPO,Smartphones,8100026260,8100026260,,,,8999000,8999000,,6,Ready,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno13_5g_luminous_blue_1_2.jpg,https://eraspace.com/erafone/oppo-reno13-5g-12-256gb-luminous-blue,Semua Device (HP+Tablet+Laptop+Mac) [*]
"Apple iPad (A16), Wi-Fi, 128GB, Silver",Apple,Tablets,8100033673,8100033673,,,,7299000,7199000,1%,43,Ready,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_ipad_11_a16_wi-fi_silver_1.jpg,https://eraspace.com/erafone/apple-ipad-a16-wi-fi-128gb-silver,Semua Device (HP+Tablet+Laptop+Mac) [*]
Huawei Mate X6 12/512GB - Nebula Red,Huawei,Smartphones,8100104803,8100104803,,,,24999000,19999000,20%,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_mate_x6_red_new_1.jpg,https://eraspace.com/erafone/huawei-mate-x6-12-512gb-nebula-red,Semua Device (HP+Tablet+Laptop+Mac) [*]
HONOR MagicBook Art 14 Ultra5 16/1TB - Emerald Green,Honor,Notebook,8100119694,8100119694,,,,24999000,24999000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_magicbook_art_14_emerald_green_01.jpg,https://eraspace.com/erafone/honor-magicbook-art-14-ultra5-16-1tb-emerald-green,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo V50 Lite 4G 8/256GB - Black,vivo,Smartphones,8100136456,8100136456,,,,3799000,3799000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_4g_just_black_1.jpg,https://eraspace.com/erafone/vivo-v50-lite-4g-8-256gb-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo V50 12/256GB - Red,vivo,Smartphones,8100136313,8100136313,,,,6499000,6499000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_red_1.jpg,https://eraspace.com/erafone/vivo-v50-12-256gb-red,Semua Device (HP+Tablet+Laptop+Mac) [*]
"Huawei Matepad Papermatte 11.5""S 8/256GB - Space Gray",Huawei,Tablets,8100149536,8100149536,,,,6999000,5499000,21%,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_matepad_papermatte_11-5s_space_gray_1.jpg,https://eraspace.com/erafone/huawei-matepad-papermatte-11-5-s-8-256gb-space-gray,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo X100 Pro 16/512GB - Asteroid Black,vivo,Smartphones,8100149544,8100149544,,,,16999000,16999000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_x100_pro_asteroid_black_1.jpg,https://eraspace.com/erafone/vivo-x100-pro-16-512gb-asteroid-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo V50 12/256GB - Black,vivo,Smartphones,8100136312,8100136312,,,,6499000,6499000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_black_1.jpg,https://eraspace.com/erafone/vivo-v50-12-256gb-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme 12 Pro+ 5G 8/256GB - Navigator Beige,realme,Smartphones,8100140197,8100140197,,,,5999000,5999000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_12_pro_plus_5g_navigator_beige_1.jpg,https://eraspace.com/erafone/realme-12-pro-plus-5g-8-256gb-navigator-beige,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo V50 Lite 4G 8/128GB - Gold,vivo,Smartphones,8100136454,8100136454,,,,3599000,3599000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_4g_all_gold_1.jpg,https://eraspace.com/erafone/vivo-v50-lite-4g-8-128gb-gold,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix XPAD GT 8/256GB - Grey,Infinix,Tablets,8100145821,8100145821,,,,6499000,6499000,,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/p/xpad_gt_grey_1.jpg,https://eraspace.com/erafone/infinix-xpad-gt-8-256gb-grey,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo V40 Lite 5G 8/256GB - Silver,vivo,Smartphones,8100119489,8100119489,,,,4299000,4299000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_lite_silver_1_1_1_1.jpg,https://eraspace.com/erafone/vivo-v40-lite-5g-8-256gb-silver-1,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo V40 Lite 5G 12/512GB Silver,vivo,Smartphones,8100017751,8100017751,,,,5299000,5299000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_lite_5g_silver_1.jpg,https://eraspace.com/erafone/vivo-v40-lite-5g-12-512gb-silver,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi 17 Ultra Leitz 16/1024GB - Black,Xiaomi,Smartphones,8100257458,8100257458,,,,29999000,29999000,,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_leitz_black_1_1.webp,https://eraspace.com/erafone/xiaomi-17-ultra-leitz-16-1024g-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme 11 Pro+ 5G 12/512GB - Sunrise Beige,realme,Smartphones,8100114473,8100114473,,,,6599000,6599000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_11_pro_plus_5g_white_1.jpg,https://eraspace.com/erafone/realme-11-pro-plus-5g-12-512gb-sunrise-beige,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme 11 4G 8/256GB - Dark Glory,realme,Smartphones,8100117249,8100117249,,,,3299000,3299000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_11_4g_dark_glory_1.jpg,https://eraspace.com/erafone/realme-11-4g-8-256gb-dark-glory,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme 11 4G 8/256GB - Glory Gold,realme,Smartphones,8100117248,8100117248,,,,3299000,3299000,,6,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_11_4g_glory_gold_1_.webp,https://eraspace.com/erafone/realme-11-4g-8-256gb-glory-gold,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme 10 Pro 8/256GB - Blue,realme,Smartphones,8100095936,8100095936,,,,4999000,4999000,,6,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_10_pro_blue_1_1.jpg,https://eraspace.com/erafone/realme-10-pro-8-256gb-blue,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme 10 Pro 8/128GB - Blue,realme,Smartphones,8100095934,8100095934,,,,4299000,4299000,,6,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_10_pro_blue_1_1_1.jpg,https://eraspace.com/erafone/realme-10-pro-8-128gb-blue,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme GT 6 12/256GB - Razor Green,realme,Smartphones,8100149836,8100149836,,,,7999000,7999000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_gt_6_razor_green_1_1.jpg,https://eraspace.com/erafone/realme-gt-6-12-256gb-razor-green-1,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme GT 6 12/256GB - Fluid Silver,realme,Smartphones,8100149837,8100149837,,,,7999000,7999000,,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_gt_6_fluid_silver_1_1.jpg,https://eraspace.com/erafone/realme-gt-6-12-256gb-fluid-silver-1,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme 10 Pro 8/256GB - Black,realme,Smartphones,8100095937,8100095937,,,,4999000,4999000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_10_pro_black_1_1.jpg,https://eraspace.com/erafone/realme-10-pro-8-256gb-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme C55 8/256GB - Rainy Night,realme,Smartphones,8100100000,8100100000,,,,2799000,2799000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c55_black_1_1.jpg,https://eraspace.com/erafone/realme-c55-8-256gb-rainy-night,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme 11 Pro 5G 8/256GB - Astral Black,realme,Smartphones,8100114472,8100114472,,,,4599000,4599000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_11_pro_5g_black_1.jpg,https://eraspace.com/erafone/realme-11-pro-5g-8-256gb-astral-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
HONOR Pad 10 8/256GB - Grey + Keyboard,Honor,Tablets,8100222903,8100222903,,,,5999000,5999000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_pad_10_grey1.jpg,https://eraspace.com/erafone/honor-pad-10-8-256gb-grey-keyboard,Semua Device (HP+Tablet+Laptop+Mac) [*]
ADVAN Tab Sketsa 3 6/128GB - Grey,Advan,Tablets,8100015257,8100015257,,,,2599000,2599000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/a/d/advan_tab_sketsa_3_grey_1.webp,https://eraspace.com/erafone/advan-tab-sketsa-3-6-128gb-grey,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO Reno12 5G 12/256GB - Matte Brown,OPPO,Smartphones,8100007923,8100007923,,,,6999000,4999000,29%,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno12_5g_matte_brown_1.jpg,https://eraspace.com/erafone/oppo-reno12-5g-12-256gb-matte-brown,Semua Device (HP+Tablet+Laptop+Mac) [*]
HONOR Pad 9 8/256GB - Space Grey,Honor,Tablets,8100089437,8100089437,,,,4799000,4799000,,27,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_pad_9_space_gray_1.jpg,https://eraspace.com/erafone/honor-pad-9-8-256gb-space-gray,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme C55 8/256GB - Sunshower,realme,Smartphones,8100100001,8100100001,,,,2799000,2799000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c55_sun_1_1.jpg,https://eraspace.com/erafone/realme-c55-8-256gb-sunshower,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi A3 4/128GB - Star Blue,Xiaomi,Smartphones,8100139824,8100139824,,,,1099000,499000,55%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_a3_star_blue_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-a3-4-128gb-star-blue,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 14 Pro+ 5G 8/256GB - Blue,Xiaomi,Smartphones,8100105242,8100105242,,,,5099000,3699000,27%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/redmi_note_14_pro_5g_blue_1_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-pro-plus-5g-8-256gb-blue,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO Find N5 Fold 16/512GB - White,OPPO,Smartphones,8100060905,8100060905,,,,27999000,27999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo-find-n5-fold-white_01.jpg,https://eraspace.com/erafone/oppo-find-n5-fold-16-512gb-white,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme 12 Pro+ 5G 8/256GB - Submarine Blue,realme,Smartphones,8100140196,8100140196,,,,5999000,5999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_12_pro_plus_5g_submarine_blue_1.jpg,https://eraspace.com/erafone/realme-12-pro-plus-5g-8-256gb-submarine-blue,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi A3 4/128GB - Midnight Black,Xiaomi,Smartphones,8100139823,8100139823,,,,1099000,499000,55%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_a3_midnight_black_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-a3-4-128gb-midnight-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy Tab A9+ 5G 8/128GB - Graphite,Samsung,Tablets,8100127764,8100127764,,,,4499000,3499000,22%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_tab_a9_plus_5g_graphite_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-a9-plus-5g-8-128gb-graphite,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy Tab S9 FE+ Wi-Fi 8/128GB - Silver,Samsung,Tablets,8100124380,8100124380,,,,8499000,6999000,18%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_tab_s9_fe_plus_wi-fi_silver_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-s9-fe-plus-wi-fi-8-128gb-silver,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy Tab S9 FE Wi-Fi 6/128GB - Gray,Samsung,Tablets,8100124376,8100124376,,,,6499000,4999000,23%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_tab_s9_fe_wi-fi_gray_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-s9-fe-wi-fi-6-128gb-gray,Semua Device (HP+Tablet+Laptop+Mac) [*]
Huawei MatePad T 10.1inc 4/64GB - Blue,Huawei,Tablets,8100030418,8100030418,,,,2999000,1499000,50%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_matepad_t_10.1inc-1_1.jpg,https://eraspace.com/erafone/huawei-matepad-t-10-1inc-4-64gb-blue,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme 13 5G 12/256GB - Speed Green,realme,Smartphones,8100026432,8100026432,,,,2999000,2999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_13_5g_speed_green_01.jpg,https://eraspace.com/erafone/realme-13-5g-12-256gb-speed-green,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO Find X8 Pro 16/512GB - Pearl White,OPPO,Smartphones,8100019560,8100019560,,,,19999000,18499000,8%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x8_pro_pearl_white_01_1.jpg,https://eraspace.com/erafone/oppo-find-x8-pro-16-512gb-pearl-white,Semua Device (HP+Tablet+Laptop+Mac) [*]
iQOO 13 16/512GB - Alpha Black,iQOO,Smartphones,8100028208,8100028208,,,,11999000,11999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_13_alpha_black_01_1.jpg,https://eraspace.com/erafone/iqoo-13-16-512gb-alpha-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Pad 7 Pro 12/512GB - Gray,Xiaomi,Tablets,8100027643,8100027643,,,,7499000,7499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_pad_7_black_01_1.jpg,https://eraspace.com/erafone/xiaomi-pad-7-pro-12-512gb-gray,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A5 Pro 8/256GB 5G - Bloom Pink,OPPO,Smartphones,8100027594,8100027594,,,,4299000,4299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a5_pro_5g_bloom_pink_1.jpg,https://eraspace.com/erafone/oppo-a5-pro-8-256gb-5g-bloom-pink,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme 14T 5G 8/256GB - Lightning Purple,realme,Smartphones,8100046159,8100046159,,,,3799000,3799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_14t_5g_lightning_purple_1.jpg,https://eraspace.com/erafone/realme-14t-5g-8-256gb-lightning-purple,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme 14T 5G 8/128GB - Obsidian Black,realme,Smartphones,8100046155,8100046155,,,,3399000,3399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_14t_5g_obsidian_black_1_1.jpg,https://eraspace.com/erafone/realme-14t-5g-8-128gb-obsidian-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix GT 30 Pro 12/512GB - Blade White,Infinix,Smartphones,8100044120,8100044120,,,,4699000,4699000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_gt_30_pro_blade_white_01_1.jpg,https://eraspace.com/erafone/infinix-gt-30-pro-12-512gb-blade-white,Semua Device (HP+Tablet+Laptop+Mac) [*]
Huawei Nova 13 Pro 12/512GB - Loden Green,Huawei,Smartphones,8100044096,8100044096,,,,7399000,5999000,19%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/hua_nova_13_pro_green_1.jpg,https://eraspace.com/erafone/huawei-nova-13-pro-12-512-gb-loden-green,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme C71 6/128GB - Forest Owl,realme,Smartphones,8100145764,8100145764,,,,2099000,2099000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c71_forrest_owl_01_1.jpg,https://eraspace.com/erafone/realme-c71-6-128gb-forest-owl,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme C71 4/128GB - White Swan,realme,Smartphones,8100145760,8100145760,,,,1899000,1899000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c71_white_swan_01.jpg,https://eraspace.com/erafone/realme-c71-4-128gb-white-swan,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi 13C 6/128GB - Clover Green,Xiaomi,Smartphones,8100130647,8100130647,,,,1499000,499000,67%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_13c_clover_green1.jpg,https://eraspace.com/erafone/xiaomi-redmi-13c-6-128gb-clover-green,Semua Device (HP+Tablet+Laptop+Mac) [*]
Huawei Matepad 11 2023 6/128GB - Black,Huawei,Tablets,8100103383,8100103383,,,,6999000,2499000,64%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_matepad_11_2023_1.jpg,https://eraspace.com/erafone/huawei-matepad-11-2023-6-128gb-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A60 8/128GB - Ripple Blue,OPPO,Smartphones,8100147534,8100147534,,,,2299000,1999000,13%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a60_ripple_blue_1.jpg,https://eraspace.com/erafone/oppo-a60-8-128-gb-ripple-blue,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A60 8/256GB - Midnight Purple,OPPO,Smartphones,8100147191,8100147191,,,,2699000,2399000,11%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a60_midnight_purple_1_1.jpg,https://eraspace.com/erafone/oppo-a60-8-256gb-midnight-purple,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Pad Pro 8/256GB - Mint Green,Xiaomi,Tablets,8100007799,8100007799,,,,4299000,2999000,30%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_pad_pro_green_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-pad-pro-8-256gb-mint-green,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A3x 4/64GB - Nebula Red,OPPO,Smartphones,8100019158,8100019158,,,,1399000,1099000,21%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a3x_nebula_red1.jpg,https://eraspace.com/erafone/oppo-a3x-4-64gb-nebula-red,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy Tab S10+ 5G 12/256GB - Moonstone Gray,Samsung,Tablets,8100027171,8100027171,,,,19999000,15999000,20%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/g/a/galaxy_tab_s10_plus_wi-fi_moonstone_gray_1_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-s10-plus-5g-12-256gb-moonstone-gray,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 14 8/256GB - Mist Purple,Xiaomi,Smartphones,8100105220,8100105220,,,,2599000,2299000,12%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_14_mist_purple_01_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-8-256gb-mist-purple,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 14 8/128GB - Midnight Black,Xiaomi,Smartphones,8100105222,8100105222,,,,2399000,2099000,13%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_14_midnight_black_01.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-8-128gb-midnight-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
