Nama,Brand,Tipe_Produk,SKU_Induk,Link_Gambar,Link_Produk,Varian,Kapasitas,Warna,SKU_Varian,Harga_Normal,Harga_Promo,Stok_Qty,Status_Stok,Image_Count,Image_URLs
OPPO Find X9 Ultra,OPPO,Smartphones,OP-FX9U-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_canyon_orange_1_2.webp,https://eraspace.com/erafone/oppo-find-x9-ultra,"16/1 TB,Tundra Umber",16/1 TB,Tundra Umber,8100273402,31999000,31999000,3,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_tundra_umber_3_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_tundra_umber_4_1_1.webp"
OPPO Find X9 Ultra,OPPO,Smartphones,OP-FX9U-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_canyon_orange_1_2.webp,https://eraspace.com/erafone/oppo-find-x9-ultra,"12/512 GB,Tundra Umber",12/512 GB,Tundra Umber,8100273400,27999000,27999000,5,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_tundra_umber_3_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_tundra_umber_4_1_1.webp"
OPPO Find X9 Ultra,OPPO,Smartphones,OP-FX9U-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_canyon_orange_1_2.webp,https://eraspace.com/erafone/oppo-find-x9-ultra,"16/1 TB,Canyon Orange",16/1 TB,Canyon Orange,8100273401,31999000,31999000,5,Ready,7,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_canyon_orange_1_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_canyon_orange_2_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_canyon_orange_3_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_canyon_orange_4_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_canyon_orange_5_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_canyon_orange_6_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_canyon_orange_7_2.webp"
OPPO Find X9 Ultra,OPPO,Smartphones,OP-FX9U-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_canyon_orange_1_2.webp,https://eraspace.com/erafone/oppo-find-x9-ultra,"12/512 GB,Canyon Orange",12/512 GB,Canyon Orange,8100273399,27999000,27999000,5,Ready,7,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_canyon_orange_1_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_canyon_orange_2_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_canyon_orange_3_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_canyon_orange_4_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_canyon_orange_5_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_canyon_orange_6_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_ultra_canyon_orange_7_2.webp"
iQOO Z11x 5G,iQOO,Smartphones,IQO-Z11X-5G-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11x_5g_silver_01_1.webp,https://eraspace.com/erafone/iqoo-z11x-5g,"8/256 GB,Silver",8/256 GB,Silver,8100273418,4799000,4799000,3,Ready,7,"https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11x_5g_silver_01_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11x_5g_silver_02_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11x_5g_silver_03_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11x_5g_silver_04_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11x_5g_silver_05_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11x_5g_silver_06_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11x_5g_silver_07_1.webp"
iQOO Z11x 5G,iQOO,Smartphones,IQO-Z11X-5G-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11x_5g_silver_01_1.webp,https://eraspace.com/erafone/iqoo-z11x-5g,"8/256 GB,Black",8/256 GB,Black,8100273419,4799000,4799000,3,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11x_5g_black_03_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11x_5g_black_04_1.webp"
Honor X5C Plus,Honor,Smartphones,HON-X5CP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_x5c_plus_midnight_black_1_.webp,https://eraspace.com/erafone/honor-x5c-plus,"4/128 GB,Midnight Black",4/128 GB,Midnight Black,8100277902,2299000,2299000,10,Ready,9,"https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_x5c_plus_midnight_black_1_.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_x5c_plus_midnight_black_2_.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_x5c_plus_midnight_black_3_.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_x5c_plus_midnight_black_4_.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_x5c_plus_midnight_black_5_.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_x5c_plus_midnight_black_6_.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_x5c_plus_midnight_black_7_.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_x5c_plus_midnight_black_8_.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_x5c_plus_midnight_black_9_.webp"
Honor X5C Plus,Honor,Smartphones,HON-X5CP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_x5c_plus_midnight_black_1_.webp,https://eraspace.com/erafone/honor-x5c-plus,"4/128 GB,Ocean Cyan",4/128 GB,Ocean Cyan,8100277904,2299000,2299000,10,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_x5c_plus_ocean_cyan_1_.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_x5c_plus_ocean_cyan_2_.webp"
OPPO A6s,OPPO,Smartphones,OP-A6S-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_brown_01_1.webp,https://eraspace.com/erafone/oppo-a6s,"8/128 GB,White",8/128 GB,White,8100257950,4999000,4999000,5,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_white_01_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_white_02_2.webp"
OPPO A6s,OPPO,Smartphones,OP-A6S-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_brown_01_1.webp,https://eraspace.com/erafone/oppo-a6s,"8/256 GB,White",8/256 GB,White,8100257952,5499000,5499000,5,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_white_01_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_white_02_2.webp"
OPPO A6s,OPPO,Smartphones,OP-A6S-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_brown_01_1.webp,https://eraspace.com/erafone/oppo-a6s,"8/256 GB,Brown",8/256 GB,Brown,8100257951,5499000,5499000,5,Ready,7,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_brown_01_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_brown_02_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_brown_03_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_brown_04_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_brown_05_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_brown_06_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_brown_07_1.webp"
OPPO A6s,OPPO,Smartphones,OP-A6S-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_brown_01_1.webp,https://eraspace.com/erafone/oppo-a6s,"8/128 GB,Brown",8/128 GB,Brown,8100257949,4999000,4999000,5,Ready,7,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_brown_01_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_brown_02_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_brown_03_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_brown_04_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_brown_05_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_brown_06_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6s_brown_07_1.webp"
OPPO A6c,OPPO,Smartphones,OP-A6C-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6c_purple_1.webp,https://eraspace.com/erafone/oppo-a6c,"4/128 GB,Stone Brown",4/128 GB,Stone Brown,8100273438,2999000,2999000,10,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6c_brown__1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6c_brown_2_1.webp"
OPPO A6c,OPPO,Smartphones,OP-A6C-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6c_purple_1.webp,https://eraspace.com/erafone/oppo-a6c,"4/128 GB,Feather White",4/128 GB,Feather White,8100273439,2999000,2999000,10,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6c_white_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6c_white_2.webp"
OPPO A6c,OPPO,Smartphones,OP-A6C-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6c_purple_1.webp,https://eraspace.com/erafone/oppo-a6c,"4/64 GB,Feather Purple",4/64 GB,Feather Purple,8100273437,2499000,2499000,10,Ready,5,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6c_purple_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6c_purple_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6c_purple__3.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6c_purple_4.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6c_purple_5.webp"
OPPO A6c,OPPO,Smartphones,OP-A6C-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6c_purple_1.webp,https://eraspace.com/erafone/oppo-a6c,"4/64 GB,Stone Brown",4/64 GB,Stone Brown,8100273436,2499000,2499000,10,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6c_brown__1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6c_brown_2_1.webp"
Xiaomi 17T,Xiaomi,Smartphones,XIA-17T-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_black_01.webp,https://eraspace.com/erafone/xiaomi-17t,"12/512 GB,Violet",12/512 GB,Violet,8100273808,9999000,9999000,2,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_violet_01.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_violet_02.webp"
Xiaomi 17T,Xiaomi,Smartphones,XIA-17T-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_black_01.webp,https://eraspace.com/erafone/xiaomi-17t,"12/512 GB,Opal White",12/512 GB,Opal White,8100273809,9999000,9999000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_opal_white_01.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_opal_white_02.webp"
Xiaomi 17T,Xiaomi,Smartphones,XIA-17T-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_black_01.webp,https://eraspace.com/erafone/xiaomi-17t,"12/512 GB,Black",12/512 GB,Black,8100273807,9999000,9999000,3,Ready,11,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_black_01.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_black_10.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_black_02.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_black_03.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_black_04.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_black_05.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_black_06.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_black_07.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_black_08.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_black_09.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_black_11.webp"
iQOO Z11 5G,iQOO,Smartphones,IQO-Z11-5G-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11_5g_blue_01_1.webp,https://eraspace.com/erafone/iqoo-z11-5g,"8/256 GB,Black",8/256 GB,Black,8100273417,5699000,5699000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11_5g_black_02_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11_5g_black_03_1.webp"
iQOO Z11 5G,iQOO,Smartphones,IQO-Z11-5G-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11_5g_blue_01_1.webp,https://eraspace.com/erafone/iqoo-z11-5g,"8/256 GB,Blue",8/256 GB,Blue,8100273416,5699000,5699000,2,Ready,9,"https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11_5g_blue_01_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11_5g_blue_02_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11_5g_blue_03_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11_5g_blue_04_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11_5g_blue_05_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11_5g_blue_06_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11_5g_blue_07_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11_5g_blue_08_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z11_5g_blue_09_1.webp"
OPPO Find X9s,OPPO,Smartphones,OP-FX9S-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_1.webp,https://eraspace.com/erafone/oppo-find-x9s,"12/256 GB,Midnight Grey",12/256 GB,Midnight Grey,8100273403,14999000,14999000,10,Ready,7,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_3.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_4.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_5.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_6.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_7.webp"
OPPO Find X9s,OPPO,Smartphones,OP-FX9S-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_1.webp,https://eraspace.com/erafone/oppo-find-x9s,"12/512 GB,Midnight Grey",12/512 GB,Midnight Grey,8100273386,16999000,16999000,5,Ready,7,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_3.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_4.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_5.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_6.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_7.webp"
OPPO Find X9s,OPPO,Smartphones,OP-FX9S-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_1.webp,https://eraspace.com/erafone/oppo-find-x9s,"12/512 GB,Sunset Orange",12/512 GB,Sunset Orange,8100273388,16999000,16999000,5,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_sunset_orange_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_sunset_orange_2_1.webp"
OPPO Find X9s,OPPO,Smartphones,OP-FX9S-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_1.webp,https://eraspace.com/erafone/oppo-find-x9s,"12/512 GB,Lavender Sky",12/512 GB,Lavender Sky,8100273387,16999000,16999000,5,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_lavender_sky_3_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_lavender_sky_4_1.webp"
OPPO Find X9s,OPPO,Smartphones,OP-FX9S-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_1.webp,https://eraspace.com/erafone/oppo-find-x9s,"12/256 GB,Lavender Sky",12/256 GB,Lavender Sky,8100273404,14999000,14999000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_lavender_sky_3_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_lavender_sky_4_1.webp"
OPPO Find X9s,OPPO,Smartphones,OP-FX9S-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_midnight_grey_1.webp,https://eraspace.com/erafone/oppo-find-x9s,"12/256 GB,Sunset Orange",12/256 GB,Sunset Orange,8100273385,14999000,14999000,5,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_sunset_orange_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9s_sunset_orange_2_1.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"6/256 GB,Green",6/256 GB,Green,8100274857,3399000,3399000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_grn_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_grn_2_1.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"8/128 GB,Silver",8/128 GB,Silver,8100274844,3199000,3199000,3,Ready,7,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_2_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_3_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_4_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_5_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_6_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_7_2.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"4/128 GB,Orange",4/128 GB,Orange,8100288005,2699000,2699000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_org_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_org_2_1.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"8/128 GB,Orange",8/128 GB,Orange,8100274847,3199000,3199000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_org_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_org_2_1.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"4/128 GB,Silver",4/128 GB,Silver,8100288002,2699000,2699000,0,Habis,7,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_2_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_3_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_4_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_5_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_6_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_7_2.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"8/128 GB,Green",8/128 GB,Green,8100274845,3199000,3199000,2,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_grn_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_grn_2_1.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"4/128 GB,Blue",4/128 GB,Blue,8100288001,2699000,2699000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_blu_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_blu_2_1.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"4/128 GB,Green",4/128 GB,Green,8100288003,2699000,2699000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_grn_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_grn_2_1.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"8/128 GB,Violet",8/128 GB,Violet,8100274846,3199000,3199000,2,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_vio_1_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_vio_2_1_1.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"6/256 GB,Black",6/256 GB,Black,8100274854,3399000,3399000,4,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_blk_1_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_blk_2_2.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"4/128 GB,Black",4/128 GB,Black,8100288000,2699000,2699000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_blk_1_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_blk_2_2.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"6/256 GB,Orange",6/256 GB,Orange,8100274859,3399000,3399000,3,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_org_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_org_2_1.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"8/128 GB,Blue",8/128 GB,Blue,8100274843,3199000,3199000,2,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_blu_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_blu_2_1.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"8/128 GB,Black",8/128 GB,Black,8100274842,3199000,3199000,3,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_blk_1_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_blk_2_2.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"6/256 GB,Silver",6/256 GB,Silver,8100274856,3399000,3399000,3,Ready,7,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_2_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_3_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_4_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_5_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_6_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_7_2.webp"
